Feedback,Product Feedback and Limitations validation_status,Product Feedback and Limitations comment,Product Feedback and Limitations_human_review,Product Feedback and Limitations_human_comment
"Feedback and limitations NoData
Deployment blockers NoData",0,"The entry lacks any specific feedback, limitations, or deployment blockers. It does not provide any actionable insights or details that can be evaluated.",Agree,
"Feedback and limitations cx didn&#39;t like new outlook as the customization in new outlook is satisfactory as old version and didn&#39;t like features of new outlook
Deployment blockers cx don&#39;t want to deploy authenticator app as text method is more convenient",0,"The feedback provided is too vague and lacks specific details on the issues with the new Outlook customization and features. It does not clearly explain how these aspects impact customer workflows, satisfaction, or business objectives. The deployment blocker mentioned is more about user preference rather than a specific, actionable issue with the product.",Agree,
"Feedback and limitations Outlook desktop app- Cx had more the 20 non Microsoft accounts and she was not able to add more then 15 accounts Informed about the limitation as per Microsoft article but cx was really not happy  Copilot- Cx wanted that Copilot should be able to search within all documents stored in SharePoint and OneDrive Example she wants to prompt copilot to search medical bills and it should analyze all documents in any format (pdf/image) stored in SharePoint/OneDrive Also cx was not happy that Copilot is not there in pdf files informed its adobe product Still because of features in Excel word ppt outlook she wanted to buy license but due to option for yearly commitment she took Copilot pro trial 
Deployment blockers ",0,"The feedback provided is too broad and lacks specific actionable insights. It mentions general dissatisfaction but does not provide detailed context on how the limitations impact customer workflows, satisfaction, or specific stages of the customer's experience. Additionally, the deployment blockers are not clearly defined or specific to the criteria provided.",Agree,
"Feedback and limitations Excel Cx tried creating visual graph in excel but was struggling with formulas He was not able to find any help online as well Cx felt if instead of formulas some simple UI was given to create graphs or pull reports
Deployment blockers ",0,"The feedback lacks specificity regarding the exact formulas or features causing the issue. It also does not clearly demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on the impact on customer experience. Additionally, it does not fit into the valid deployment blockers categories such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,
"Feedback and limitations Client is retiring he only uses word outlook and excel He also uses autocad as he is a civil engineer 
Deployment blockers ",0,"The feedback provided is too vague and does not specify any particular product feature, aspect, or element. It also does not demonstrate how the feature aligns with or supports customer business objectives or business case. Additionally, it lacks detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. The deployment blockers are not clearly stated or actionable.",Agree,
"Feedback and limitations Cx had past support experience wherein her one note files were not recoverable While setting up retention policy Cx was not happy with the fact that explicitly we cannot have retention policy on One note 
Deployment blockers",0,The feedback lacks specificity regarding the technical details of the retention policy issue and how it impacts the customer's business objectives or workflows. It also does not provide actionable insights or context on how this limitation affects the overall customer experience.,Agree,
"Feedback and limitations I was disappointed to discover that Microsoft 365 Business Premium does not include Microsoft Project I initially chose this plan believing it would cover all my project management needs It would be helpful if Microsoft could make this clearer during the purchasing process or consider bundling Project with Business Premium to provide a more comprehensive solution for businesses
  Deployment blockers",0,"The feedback provided is not a valid deployment blocker. It does not specify a technical barrier, organizational readiness issue, compatibility problem, support/documentation gap, or security/compliance concern. Instead, it focuses on a misunderstanding about the product offerings and a suggestion for improvement in the purchasing process.",Agree,
"Feedback and limitations The customer wants to see the shared mailbox (that he is a member of) on the left hand pane in Outlook web instead of pushing him from Basic to Standard to get Outlook app just to see this option in the app He wants it available in Outlook on the web
Deployment blockers ",0,"The feedback provided is specific about the feature (shared mailbox visibility in Outlook web) but does not clearly demonstrate how this impacts the customer's business objectives or workflows. Additionally, it does not specify how this limitation is a deployment blocker. More context on the impact on customer experience and specific business objectives is needed.",Agree,
"Feedback and limitations the admin center shows different options in SharePoint depending on the experience selected classic or new  this is confusing as it doesn&#39;t make it clear if options are still functional or not in the new experience 
Deployment blockers",0,"The feedback lacks specificity regarding how the different options in SharePoint's admin center impact customer workflows, satisfaction, or business objectives. It does not provide detailed context on the specific issues caused by the different experiences or how it affects deployment. Additionally, it does not clearly align with any of the valid deployment blockers such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,
"Feedback and limitations The customer is pleased with Microsoft 365 particularly with Microsoft Outlook However they inquired if there is a way to automatically configure the domain that they get from providers without the need to manually add records
Deployment blockers The customer is pleased with Microsoft 365 particularly with Microsoft Outlook However they inquired if there is a way to automatically configure the domain that they get from providers without the need to manually add records",0,"The feedback and deployment blocker provided are not specific enough to be actionable. The inquiry about automatically configuring the domain without manually adding records lacks detail on how this impacts the customer's business objectives, workflows, or satisfaction. Additionally, it does not clearly state a technical barrier, organizational readiness issue, compatibility problem, support/documentation gap, or security/compliance concern.",Agree,
"Feedback and limitations One flaw in outlook on laptop the outlook interface is not adapting the screen resolution automatically if the external monitor is connected or removed the outlook doesn&#39;t adapt the screen resolution and customer has to always align it manually as per the screen resolution
Deployment blockers",0,"The feedback is specific about the issue with Outlook's interface not adapting to screen resolution changes when an external monitor is connected or removed. However, it does not clearly demonstrate how this issue impacts customer business objectives or workflows, nor does it provide detailed context on the impact on customer experience. Additionally, it does not fit into the valid deployment blockers categories such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,
"Feedback and limitations Microsoft should clearly inform users on the purchase site about the need to purchase a domain if they want to use a custom domain This will prevent any confusion as some users might assume that the subscription includes the option to add a custom domain
Deployment blockers",0,"The feedback provided is not specific enough to be considered a valid deployment blocker. It does not address a technical barrier, organizational readiness, compatibility, support and documentation, or security and compliance issue. Instead, it is a suggestion for improving communication on the purchase site to prevent user confusion.",Agree,UX issue on the landing page. This is not a real product limitation
"Feedback and limitations Customer wants Microsoft 365 business basic to have Microsoft 365 apps
Deployment blockers Customer need update their subscription can use Microsoft 365 apps",0,"The feedback provided is too vague and lacks specific details on how the absence of Microsoft 365 apps impacts the customer's business objectives or workflows. Additionally, the deployment blocker mentioned is more of a subscription issue rather than a product-specific blocker.",Agree,
Feedback and limitations Because customer organization is more concern about using the outlook I introduced you to the use of Microsoft Copilot as it can help you in simplifying your email composure Summarize an email thread in a quicker and efficient manner  Deployment blockers,0,"The feedback provided lacks specificity and actionable detail. It does not clearly refer to a specific product feature, aspect, or element of Microsoft Copilot. Additionally, it does not demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. The deployment blockers are not clearly stated or relevant.",Agree,
"Feedback and limitations He has not insights about any app but he heavly uses outlook and word but so far he is satified with the products
Deployment blockers nonce",0,"The feedback provided is too vague and lacks specific details about any product feature, aspect, or element. It does not demonstrate how the feature aligns with and supports customer business objectives or business case. Additionally, there is no detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. The deployment blockers section is also not relevant or actionable.",Agree,
"Feedback and limitations On Windows 11 Pro user can add more users and he may receive additional layers of security for his data
Deployment blockers More users to add on Windows 11 Home Ambassador inform user that the feature is only available on Windows 11 Pro User agree",0,"The feedback and limitations provided are not specific enough and do not clearly demonstrate how the feature aligns with and supports customer business objectives. Additionally, the deployment blocker mentioned is not actionable and lacks detailed context on how it impacts customer workflows or satisfaction.",Agree,
"Feedback and limitations customer use Copilot while we are on the session Bingcom and he was very happy with the service and understand more about the MFA when he asks copilot about more info related to this subject 
Deployment blockers",0,"The feedback provided is too vague and lacks specific details on any product feature, aspect, or element. It does not clearly demonstrate how the feature aligns with and supports customer business objectives or business case. Additionally, it does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. There are no specific deployment blockers mentioned.",Agree,
"Feedback and limitations feedback from a customer regarding difficulties with sharing email folders in Outlook
Deployment blockers ",0,"The feedback provided is too vague and lacks specific details on the issue. It does not specify how the difficulties with sharing email folders in Outlook directly address the customer's specific business needs or problems. Additionally, it does not provide detailed context on how this impacts customer workflows, satisfaction, or any stage of the customer's experience.",Agree,
"Feedback and limitations Microsoft email trace   Customer found running a message trace in Exchange Online to be quite complex and time-consuming The process involves navigating through multiple steps from signing into the admin center to defining various parameters like sender recipient and date range Each step requires careful attention to detail and the technical jargon can be overwhelming for someone not familiar with IT terminology Overall while the tool is powerful it could benefit from a more user-friendly interface and simplified instructions
Deployment blockers",0,"The feedback provided is specific and actionable, highlighting the complexity and time-consuming nature of running a message trace in Exchange Online. It also suggests a need for a more user-friendly interface and simplified instructions. However, it does not clearly align with the criteria for valid deployment blockers such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance. The feedback focuses more on user experience rather than a specific deployment blocker.",Agree,
"Feedback and limitations outlook was great customer said it says that emails can easily be read and that he can use both outlook on the web and outlook application However outlook application is more user friendly in a way that it&#39;s easy to navigate unlike the outlook application
Deployment blockers outlook application",0,"The feedback provided is too vague and lacks specific details on the issue. It does not clearly refer to a specific product feature, aspect, or element. Additionally, it does not demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience.",Agree,
"Feedback and limitations Desktop app donâ€™t work with business basic plan
Deployment blockers Desktop app donâ€™t work with business basic plan",0,"The feedback and deployment blocker provided are too vague and lack specific details. It does not explain how the desktop app's incompatibility with the business basic plan impacts customer workflows, satisfaction, or business objectives. More context is needed on the specific issues faced and their impact.",Agree,
"Feedback and limitations Windows 255 &amp; OneDrive 400 character limit  
Deployment blockers",0,"The feedback provided lacks specificity and actionable detail. It does not clearly explain how the character limit impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not demonstrate how this limitation aligns with or supports customer business objectives or business case.",Agree,
"Feedback and limitations Customer would like to lower the price of Copilot for small business and have a free trial to see the value of AI for business 
Deployment blockers Customer would like to lower the price of Copilot for small business and have a free trial to see the value of AI for business ",0,"The feedback and deployment blockers provided are not specific to any product feature, aspect, or element. They focus on pricing and trial availability, which are not actionable insights related to product functionality, technical barriers, or customer experience. Additionally, they do not demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on the impact on customer workflows or satisfaction.",Agree,
"Feedback and limitations The customer said would really like if there is a way to just enable sharing for anyone for a certain folder in SharePoint instead of enabling it for the entire site
Deployment blockers ",0,"The feedback provided is specific about a desired feature in SharePoint (enabling sharing for a certain folder instead of the entire site). However, it does not clearly demonstrate how this feature aligns with and supports customer business objectives or provide detailed context on how it impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not mention any deployment blockers.",Agree,
"Feedback and limitations Cx mentioned that he is having a hard time editing the meeting link to make it shorter before sending it to other people in outlook
Deployment blockers ",0,"The feedback provided is too vague and does not meet the criteria for a valid deployment blocker. It lacks specificity on how the issue impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not demonstrate how the feature aligns with and supports customer business objectives or business case.",Agree,
"Feedback and limitations Cx wants to add files in one library instead of splitting the data to multiple libraries and the library has a limit of 5000 items only
Deployment blockers ",0,"The feedback provided is specific about the limitation of the library having a limit of 5000 items. However, it does not clearly demonstrate how this limitation impacts the customer's business objectives or customer experience. Additionally, it does not specify how this limitation acts as a deployment blocker.",Agree,
"Feedback and limitations since the user is part of a group i advised him that moving files is part of edit permission and we cannot remove it&#39;s inheritance Also the modified by is not editable explained that it&#39;s by designed
Deployment blockers  onedrive move files by a person part of the group",0,"The feedback provided lacks specificity and actionable detail. It does not clearly explain how the inability to remove inheritance or edit 'modified by' impacts customer workflows, satisfaction, or business objectives. Additionally, the deployment blocker mentioned is vague and does not provide enough context on how it specifically prevents deployment.",Agree,
"Feedback and limitations Utilize CRM plugins to improve client management and streamline workflows while default Word templates help quickly create professional documents like policy agreements and claims forms saving time and ensuring consistency
Deployment blockers ",0,"The feedback provided is too general and lacks specific details on how the CRM plugins and Word templates impact customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no specific deployment blockers mentioned.",Agree,
"Feedback and limitations Desktop apps cannot be used with business basic
Deployment blockers",0,"The feedback is too vague and lacks specific details on the issue. It does not provide context on how the limitation impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not demonstrate how the feature aligns with and supports customer business objectives or business case.",Agree,
"Feedback and limitations The customer mentioned that sharing folders in OneDrive shared folders could not work when shared to personal accounts had to get a license had to login on the web
Deployment blockers",0,"The feedback lacks specificity and actionable detail. It does not clearly explain how the issue impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not align with the criteria for valid deployment blockers such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,
"Feedback and limitations ### Product Feedback **Yes**  ### Product Feedback Details **Customer provided very positive feedback about MS Access and wishes to use it indefinitely** - **Efficient Data Management** Access provides powerful tools for data organization retrieval and manipulation This helps developers manage large datasets efficiently ensuring data integrity and consistency
Deployment blockers ",0,"The feedback lacks specificity regarding a particular feature or aspect of MS Access. It also does not clearly demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on the impact on customer experience. Additionally, there are no deployment blockers mentioned.",Agree,
"Feedback and limitations ### Product Feedback - **Customer Feedback** Yes - **Feedback Details**    The customer is very happy with Microsoft&#39;s service mentioning the following    &gt; By leveraging these Microsoft applications we can streamline our operations improve collaboration and enhance overall productivity
Deployment blockers ",0,"The feedback lacks specificity regarding which Microsoft applications or features are being referred to. It also does not provide detailed context on how these applications impact customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no deployment blockers mentioned.",Agree,
"Feedback and limitations **Product Feedback** - They found the migration from Google Workspace to Microsoft 365 a very successful step in their work and find the Microsoft platform to be a very smart and easy platform to use
Deployment blockers ",0,"The feedback provided is too general and lacks specific details about product features, aspects, or elements. It does not demonstrate how the features align with and support customer business objectives or provide detailed context on the impact on customer experience.",Agree,
"Feedback and limitations **Copilot Feedback** - The customer has a Copilot license and finds it very helpful for checking email grammar drafting emails and creating documents It significantly aids in daily work and tasks - However the customer finds Copilot in Excel to be poor and needing improvement compared to Copilot in other apps
Deployment blockers ",0,"The feedback provided is too general and lacks specific details on the issues with Copilot in Excel. It does not specify how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no clear deployment blockers mentioned.",Agree,
"Feedback and limitations Cx likes M365 but says that licensing cost is an issue for them to adopt M365 completely  They have Business Basic and Standard but they only provide 50GB mailbox quota and then they had to purchase E3 (no Teams) which costs extra and even after paying extra the license still does not have Teams and have to pay additionally for that 
Deployment blockers Cx has around 10 TB of data and they cannot put all the data on SPO because of the additional cost  As per Cx in a way MS locks a person too much In on-premises they used to do a lot of things but in M365 they are scared to do as everything costs money ",0,"The feedback provided is specific about the licensing cost issues and the limitations of mailbox quota and additional costs for Teams. However, it lacks detailed context on how these issues impact customer workflows, satisfaction, or any stage of the customer's experience. Additionally, the deployment blocker regarding the 10 TB of data and additional cost for SPO is valid but needs more specific details on how it affects their business objectives and workflows.",Agree,
"Feedback and limitations Based on a one-month trial the feedback on M365â€™s SharePoint sync indicates that its performance is still under evaluation due to its relatively new implementation When compared to the established SharePoint on-premises solution initial observations suggest there are notable differences in performance and functionality that require further exploration
Deployment blockers",0,"The feedback provided is too vague and lacks specific details on the issues or limitations encountered with M365â€™s SharePoint sync. It does not clearly refer to a specific product feature, aspect, or element, nor does it demonstrate how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not provide actionable insights or specific deployment blockers.",Agree,
"Feedback and limitations Customer would like to share files with OneDrive give them edit permission and then restrict them from deleting files  
Deployment blockers Product limitation ",0,"The feedback lacks specificity regarding the exact limitation or feature of OneDrive that is causing the issue. It does not clearly demonstrate how this impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not provide actionable insight into how this limitation affects the customer's business objectives.",Agree,
"Feedback and limitations 
Deployment blockers   There is no way to export the skipped item from the migration batch ",0,"The feedback lacks specificity regarding how the inability to export skipped items from the migration batch impacts customer workflows, satisfaction, or business objectives. It does not provide detailed context on the impact or actionable insights.",Agree,
"Feedback and limitations One limitation of the M365 product is the handling of CSV data which can be challenging in terms of configuration and processing Users often face difficulties in configuring the system to work seamlessly with CSV files leading to a cumbersome and time-consuming process This can hinder productivity and create frustration for those who rely on CSV data for their operations
Deployment blockers",0,"The feedback is too vague and lacks specific details on the issue. It does not provide actionable insights or specific context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly demonstrate how the feature aligns with and supports customer business objectives or business case.",Agree,
"Feedback and limitations The customer expressed concern about the backup process for their files specifically wanting to know how their SharePoint and OneDrive data are backed up and where they can find relevant information on Microsoft&#39;s data protection and redundancy measures
Deployment blockers",0,"The feedback provided is more of a query about the backup process and data protection measures rather than a specific limitation or blocker. It does not clearly demonstrate how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not align with the criteria for valid deployment blockers such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,
"Feedback and limitations The limitations of the M365 product primarily concern its integration capabilities and support for certain services Firstly there is limited integration with third-party applications which can restrict the flexibility and interoperability of the system with other tools the customer might be using Secondly challenges arise when moving file services to M365 as this process can be complex and may require significant adjustments to existing workflows Lastly while SharePoint offers robust features there are limitations in its support that might affect the customer&#39;s ability to fully leverage its capabilities These limitations need to be carefully considered when planning the implementation and utilization of M365 products
Deployment blockers ",0,"The feedback provided is too general and lacks specific details on how the limitations impact customer workflows, satisfaction, or any stage of the customer's experience. It does not provide actionable insights or specific examples of the issues faced. Additionally, the deployment blockers section is missing.",Agree,
"Feedback and limitations Customer want to be able to use create antispam and anti-phish rules from Security portal with Business Basic or Standard license 
Deployment blockers Product limitation",0,"The feedback lacks specificity regarding how the inability to create antispam and anti-phish rules from the Security portal with Business Basic or Standard license impacts customer workflows, satisfaction, or business objectives. It does not provide detailed context on the impact on customer experience or actionable insights for the product team.",Agree,
"Feedback and limitations The customer expressed that the Business Standard subscription feels costly for their needs as they primarily require Excel and Microsoft Word and they wish these tools were available at a more affordable price point
Deployment blockers ",0,"The feedback provided is more about pricing and does not specify a particular feature, aspect, or element of the product that impacts customer workflows, satisfaction, or experience. It also does not align with the criteria for valid deployment blockers.",Agree,
"Feedback and limitations An accountant highlighted Microsoft 365 for its efficiency and reliability in managing financial reports and performing data analysis They emphasized the advanced features in Word for creating financial documents and Excelâ€™s powerful data analysis capabilities
Deployment blockers ",0,"The feedback provided is positive but lacks specific details on how the features align with and support customer business objectives or business case. Additionally, there are no deployment blockers mentioned.",Agree,
"Feedback and limitations CX who works in the EV workshop and relies on Outlook Office applications and Teams loved teams app especially the ability to get review the video recordings and customizing rooms and chats He also appreciates the ease of use reliability in the documentation in Word and Excel and how could he easy found in teams files when he would love to back to it
Deployment blockers ",0,"The feedback provided is too general and lacks specific details on how the features align with and support customer business objectives or impact customer experience. Additionally, there are no specific deployment blockers mentioned.",Agree,
"Feedback and limitations Â The Admin is running a Technology business focused on the network and manage servicesÂ He mentioned that so far they are satisfied and happy with Microsoft especially Outlook for scheduling meetingsÂ sending and receiving emails efficiently with file attachments No negative experience or feedback from their end and will continue to use it to manage the business
Deployment blockers ",0,"The feedback provided is too general and lacks specific details about product features, aspects, or elements. It does not demonstrate how the features align with and support customer business objectives or provide detailed context on the impact on customer experience. Additionally, there are no deployment blockers mentioned.",Agree,
"Feedback and limitations The customer could only sign up for the Microsoft 365 plan on a yearly basis as there was no option for a monthly plan during sign-up Additionally they are experiencing issues with the AutoSave function in both OneDrive for Personal and OneDrive for Business The customer also mentioned difficulties in reaching technical support
Deployment blockers ",0,"The feedback provided is too broad and lacks specific details on how these issues impact the customer's business objectives or workflows. The mention of the yearly plan limitation, AutoSave issues, and difficulties in reaching technical support are valid concerns but need more context on their impact. Additionally, the deployment blockers are not clearly defined in the provided feedback.",Agree,
"Feedback and limitations The customer who uses our apps for personal activities mentioned that the cost of his current Microsoft 365 Business Standard subscription is too high for him especially since he primarily uses the apps for basic tasks and a few applications like Word and Excel
Deployment blockers ",0,"The feedback provided is not specific to a product feature, aspect, or element. It focuses on the cost of the subscription rather than providing actionable insights on how a specific feature impacts the customer's experience or supports their business objectives. Additionally, it does not address any deployment blockers.",Agree,
"Feedback and limitations  
Product LimitationThe customer detests the new Outlook version as it usually lags and freezes and requires restarting the app and clearing the cache to function properly again
Microsoft 365 Feedback cx prefers  receiving call for help in the first day of the trial 
Deployment blockers ",0,"The feedback provided is too vague and lacks specific details on the issue. It does not clearly refer to a specific product feature, aspect, or element. Additionally, it does not demonstrate how the feature aligns with and supports customer business objectives or business case. The impact on customer experience is mentioned but not in a detailed context that provides actionable insight.",Agree,
"Feedback and limitations CX was thrilled with the subscription noting how it made it easy for her to create presentations for client education and to communicate and collaborate efficiently using the Teams app
Deployment blockers ",0,"The feedback provided is positive but lacks specificity regarding the product features and their impact on customer business objectives. Additionally, there are no deployment blockers mentioned.",Agree,
"Feedback and limitations Our customer primarily uses PowerPoint on the Business Standard subscription but mentioned that the pricing is too high for startup businesses She emphasized that people who work from home need more affordable plans to manage their expenses effectively Additionally she expressed a need for cost-effective solutions that can support her in delivering high-quality services to her clients without straining her budget
Deployment blockers ",0,"The feedback provided is too general and lacks specific details on product features, aspects, or elements. It does not demonstrate how the feature aligns with and supports customer business objectives or business case. Additionally, it does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. The deployment blockers section is also missing specific blockers.",Agree,
"Feedback and limitations Customer underscored his satisfaction with Word&#39;s extensive array of tools for document creation and editing They valued the templates and collaborative features though they did mention experiencing occasional slowdowns when handling very large documents or heavy graphics
Deployment blockers",0,"The feedback is too vague and lacks specific details on the issue. While it mentions occasional slowdowns with large documents or heavy graphics, it does not provide enough context on how this impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not specify how the features directly address the customer's specific business needs or problems.",Agree,
"Feedback and limitations Cx got wrong information from the sales team that made them get into a few troubles and additional marginal cost and is requesting that there should be an opportunity to compensate when issues like this happen
Deployment blockers",0,"The feedback provided is not specific to a product feature, aspect, or element. It focuses on an issue with the sales team rather than the product itself. Additionally, it does not demonstrate how a specific feature impacts customer workflows, satisfaction, or experience. Therefore, it does not meet the criteria for valid product feedback or deployment blockers.",Agree,
"Feedback and limitations In Power Automate flows that are frequently automated often break down when conditions are added making the editing process quite challenging
Deployment blockers Creating forms in Power Automate is quite complex and placing conditions within these forms adds to the difficulty",0,The feedback and limitations provided are too vague and lack specific details on how the conditions break down the flows or how the complexity impacts the customerâ€™s business objectives and experience. The deployment blocker mentioned is also not specific enough to be actionable.,Agree,
"Feedback and limitations Cx wants that trial tenants should be provided ability to use Teams External features completely for IM and Calls else they will not be able to test features in trial
Deployment blockers Cx cant contact with external vendors",0,"The feedback lacks specificity and actionable detail. It does not clearly explain how the inability to use Teams External features impacts customer workflows, satisfaction, or business objectives. Additionally, the deployment blocker is too vague and does not provide specific technical, organizational, compatibility, support, or security-related reasons.",Agree,
"Feedback and limitations
Deployment blockers Customer has subscriptions which is yearly billed and expressed deep concern regarding the subscription management model Microsoft uses where refunds cannot be gotten when subscriptions are cancelled except within 7 days Customer recommended having a wallet within the Microsoft portal where refunds can be redeposited or prorated refunds can be used to offset  the bills of other active subscriptions",0,"The feedback provided does not align with the criteria for valid deployment blockers. It focuses on the subscription management model and refund policy, which are more related to billing practices rather than specific technical, organizational, compatibility, support, or security issues that directly impact deployment. Additionally, it does not provide detailed context on how this impacts customer workflows or satisfaction in a way that is actionable for the product team.",Agree,
"Feedback and limitations The customer runs a private business with only one user She is very satisfied with Microsoft as it allows her to communicate with external contacts through her own email
Deployment blockers",0,"The feedback provided is too general and lacks specificity regarding product features, aspects, or elements. It does not demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on the impact on customer experience. Additionally, there are no deployment blockers mentioned.",Agree,
"Feedback and limitations The customer shared that the time taken to process their Microsoft for Education request was significantly longer than expected They expressed frustration with the extended wait time noting that it caused delays in integrating the necessary tools into their educational environment This prolonged response time negatively impacted their overall experience making the transition more challenging and less efficient
Deployment blockers",0,"The feedback lacks specificity regarding which part of the process caused the delay and does not provide actionable insights on how to address the issue. It also does not clearly align with the criteria for valid deployment blockers such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,
"Feedback and limitations The client is a consulting firm specializing in data science They believe that Microsoft 365 products are excellent and are interested in acquiring Power BI Premium in the future to further develop their data science capabilities
Deployment blockers",0,"The feedback provided is too general and lacks specific details about any product feature, aspect, or element. It does not demonstrate how the feature aligns with and supports customer business objectives or business case. Additionally, there are no specific deployment blockers mentioned.",Agree,
"Feedback and limitations The customer expressed a keen interest in having an account merging option in Microsoft Teams a feature that is currently unavailable Microsoft Teams currently supports account switching allowing users to switch between different accounts easily However merging multiple accounts into one is not possible at this time
Deployment blockers",0,"The feedback provided is specific about the lack of an account merging feature in Microsoft Teams. However, it does not clearly demonstrate how this limitation impacts customer business objectives, workflows, or satisfaction. Additionally, it does not qualify as a deployment blocker as it does not prevent the deployment of the product but rather suggests a feature enhancement.",Agree,
"Feedback and limitations The customer is satisfied by Microsoft in general except when it comes to verifying the DNS records to invoke the custom domain as the process is unintuitive and requires the subscriber to have a prior knowledge or expertise pertinent to Microsoft but for a Microsoft customer who isn&#39;t very acquainted with the admin centre this process would be envisioned tiresome and cumbersome
Deployment blockers The customer is satisfied by Microsoft in general except when it comes to verifying the DNS records to invoke the custom domain as the process is unintuitive and requires the subscriber to have a prior knowledge or expertise pertinent to Microsoft but for a Microsoft customer who isn&#39;t very acquainted with the admin centre this process would be envisioned tiresome and cumbersome",0,"The feedback provided is too vague and lacks specific details on how the DNS verification process impacts the customer's business objectives or workflows. It does not clearly outline the technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance issues. The feedback needs to be more specific and actionable.",Agree,
"Feedback and limitations The company has expressed satisfaction with the versatility of Microsoft 365 tools in facilitating collaboration and data management
Deployment blockers",0,"The feedback provided is too general and lacks specificity regarding which features of Microsoft 365 tools are facilitating collaboration and data management. Additionally, there are no deployment blockers mentioned.",Agree,
"Feedback and limitations The customer is very happy with the service with Microsoft 365; it&#39;s just that the pricing of the license is too expensive as per the customer
Deployment blockers ",0,"The feedback provided is too vague and does not specify any particular feature, aspect, or element of the product. It also does not demonstrate how the feature aligns with or supports customer business objectives, nor does it provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no specific deployment blockers mentioned.",Agree,Agree lack details on the impact to the customer's business or workflow
"Feedback and limitations The customer has expressed high satisfaction with the user-friendly nature and overall performance of M365 services
Deployment blockers ",0,"The feedback provided is too general and lacks specificity. It does not refer to a specific product feature, aspect, or element. Additionally, there are no deployment blockers mentioned.",Agree,lacks details on the specific impact to business/ workflow
"Feedback and limitations Customer expressed concern that PowerPoint can sometimes experience performance issues particularly on less powerful computers when dealing with complex presentations
Deployment blockers ",0,"The feedback is too vague and lacks specific details on the issue. It does not provide actionable insights or specific context on how the performance issues impact customer workflows, satisfaction, or any stage of the customer's experience.",Agree,lacks details on the impact to the workflow or business 
"Feedback and limitations The customer likes that on Outlook app you get real-time alerts for new emails and events
Deployment blockers ",0,"The feedback provided is positive but lacks specificity regarding how it supports customer business objectives or impacts customer experience. Additionally, there are no deployment blockers mentioned.",Agree,lacks details on the impact to business and worflow
"Feedback and limitations The customer shared that they encountered an issue while filling out the form to purchase Microsoft Copilot as it was not accepting their number This issue has been blocking them for some time The customer suggests that Microsoft should add alternative methods for users to complete the purchase if they encounter such problems
Deployment blockers",0,"The feedback lacks specificity regarding the exact nature of the issue with the form and how it impacts the customer's business objectives or workflows. It also does not provide detailed context on the impact on customer experience beyond the inability to complete the purchase. While it suggests an alternative method, it does not align with the criteria for valid deployment blockers such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,"The feedback is specific and actionable. There is clear customer impact however the feedback is related to copilot and the rubric should be adjusted to specifically address copilot insights captured in the Product feedback and limitations field. Also, if the feedback is there and deployment blockers are not captured the insight should still be considered valid"
